Time,Social_P99_ms,Hotel_P99_ms,Feedback_P99_ms
2026-02-17 14:42:15,20.6561,11.3234,702.3689
2026-02-17 14:42:18,20.6271,11.3870,2195.8493
2026-02-17 14:42:21,20.6103,11.3664,171.9427
2026-02-17 14:42:24,24.2807,8.8953,6166.7708
2026-02-17 14:42:30,20.2215,12.1835,6257.7174
2026-02-17 14:42:36,20.9627,8.2903,4654.3200
2026-02-17 14:42:41,23.2293,11.3872,7228.5640
2026-02-17 14:42:48,23.2011,7.3047,6877.3142
2026-02-17 14:42:55,23.7519,7.8779,691.5669
2026-02-17 14:42:58,21.1206,11.3867,788.0100
2026-02-17 14:43:01,20.6952,14.2842,342.1309
2026-02-17 14:43:04,21.6313,11.1013,5521.3666
2026-02-17 14:43:09,17.3433,7.8844,1528.0625
2026-02-17 14:43:12,18.8613,17.3993,6298.8851
2026-02-17 14:43:19,19.5728,9.2892,345.2591
2026-02-17 14:43:22,32.1224,13.0757,957.9125
2026-02-17 14:43:25,20.7404,20.5224,202.7776
2026-02-17 14:43:28,25.6996,11.7789,249.9123
2026-02-17 14:43:31,24.2911,12.8563,6225.4396
2026-02-17 14:43:37,22.0797,9.7502,4557.5339
2026-02-17 14:43:42,19.1062,7.6207,921.1133
2026-02-17 14:43:45,23.8271,12.5657,3421.4723
2026-02-17 14:43:48,19.0594,8.2512,1173.6224
2026-02-17 14:43:51,28.1183,11.5250,3469.1569
2026-02-17 14:43:55,17.6368,13.0874,2131.7485
2026-02-17 14:43:58,22.7681,12.4359,3786.9266
2026-02-17 14:44:01,21.1577,18.1119,1800.8582
2026-02-17 14:44:04,26.2629,11.8571,256.3127
2026-02-17 14:44:07,19.1858,15.0671,207.7292
2026-02-17 14:44:10,20.8893,12.5175,227.1947
2026-02-17 14:44:13,25.4864,7.4391,413.2601
2026-02-17 14:44:16,19.3960,11.7232,414.5642
2026-02-17 14:44:19,22.0274,15.4700,2429.6985
2026-02-17 14:44:22,21.6166,15.6225,3142.6959
2026-02-17 14:44:26,14.5425,15.0222,355.6456
2026-02-17 14:44:29,24.7615,16.9826,2065.6937
2026-02-17 14:44:32,22.8708,12.2703,2274.0598
2026-02-17 14:44:35,24.7209,15.1286,165.4763
2026-02-17 14:44:38,40.2337,14.3560,6080.8908
2026-02-17 14:44:44,20.3241,8.5465,281.5892
2026-02-17 14:44:47,22.9163,17.6329,1917.2587
2026-02-17 14:44:50,27.4422,11.5170,1721.3949
2026-02-17 14:44:53,28.4170,15.3583,1885.2186
2026-02-17 14:44:56,23.1706,11.4473,1699.9896
2026-02-17 14:44:59,27.0104,9.4806,4876.7253
2026-02-17 14:45:04,19.9676,7.3168,5833.5844
2026-02-17 14:45:09,12.6911,6.6398,498.3285
2026-02-17 14:45:12,23.9645,12.1017,6891.5765
2026-02-17 14:45:19,20.3718,7.7873,4937.0915
2026-02-17 14:45:24,16.9967,14.2390,733.6367
2026-02-17 14:45:27,19.5113,12.4559,358.6480
2026-02-17 14:45:30,19.4748,11.3652,4660.6049
2026-02-17 14:45:35,28.7420,8.7775,818.9371
2026-02-17 14:45:38,24.2202,11.8527,5750.9118
2026-02-17 14:45:44,22.8497,7.6248,7012.4101
2026-02-17 14:45:51,101.0084,9.3971,1038.2738
2026-02-17 14:45:54,23.1978,11.2808,362.8102
2026-02-17 14:45:57,20.7054,9.9808,2546.0088
2026-02-17 14:46:00,17.3231,17.1212,267.6616
2026-02-17 14:46:03,34.4333,15.5827,4128.7233
2026-02-17 14:46:07,22.7586,13.7705,1347.9465
2026-02-17 14:46:10,20.9372,14.9455,2574.0520
2026-02-17 14:46:13,22.9827,12.7531,3934.1953
2026-02-17 14:46:17,16.2052,6.5717,531.3532
2026-02-17 14:46:20,15.8870,7.6764,194.6427
2026-02-17 14:46:23,21.6844,14.6457,1838.4004
2026-02-17 14:46:26,22.1871,9.7508,287.8332
2026-02-17 14:46:29,21.5464,12.9687,1415.2934
2026-02-17 14:46:32,20.2065,8.9118,6141.6303
2026-02-17 14:46:38,13.1954,7.0855,1521.3421
2026-02-17 14:46:41,16.8965,8.9314,5309.1392
2026-02-17 14:46:46,12.8939,11.5957,2910.9964
2026-02-17 14:46:49,13.9679,7.3596,159.2656
2026-02-17 14:46:52,23.2772,6.5973,5220.9196
2026-02-17 14:46:58,15.6626,9.3071,174.9258
2026-02-17 14:47:01,26.3017,10.9735,185.8883
2026-02-17 14:47:04,18.3368,7.8457,494.7511
2026-02-17 14:47:07,34.4605,14.6198,3139.8381
2026-02-17 14:47:10,22.7580,7.3676,4841.7287
2026-02-17 14:47:15,15.8789,8.3669,655.4334
2026-02-17 14:47:18,19.0594,15.3528,2587.3379
2026-02-17 14:47:21,607.8428,12.5156,1985.4765
2026-02-17 14:47:24,22.0499,10.0514,726.9786
2026-02-17 14:47:27,22.6014,8.6799,406.0807
2026-02-17 14:47:30,29.4306,11.7161,301.1642
2026-02-17 14:47:33,30.9444,10.1622,2471.7186
2026-02-17 14:47:36,27.5504,6.6014,2257.0857
2026-02-17 14:47:39,28.2894,12.9313,243.4515
2026-02-17 14:47:42,19.7912,10.3151,641.3213
2026-02-17 14:47:45,31.5224,9.0041,2119.8643
2026-02-17 14:47:48,20.1551,12.4645,6169.2864
2026-02-17 14:47:54,17.1130,5.8370,4909.1431
2026-02-17 14:47:59,30.2361,8.9563,315.0219
2026-02-17 14:48:02,22.4868,11.2085,3752.7359
2026-02-17 14:48:06,22.1627,19.2786,381.0124
2026-02-17 14:48:09,21.2958,9.3750,378.3185
2026-02-17 14:48:12,20.2175,9.0881,450.6284
2026-02-17 14:48:15,27.5168,8.2263,8164.1906
2026-02-17 14:48:23,27.3780,10.9052,6796.8523
2026-02-17 14:48:30,17.7345,7.9086,6264.1752
2026-02-17 14:48:36,22.8046,8.3260,5571.0214
2026-02-17 14:48:42,20.8123,9.7361,7373.2904
2026-02-17 14:48:49,25.1214,10.4920,2737.2969
2026-02-17 14:48:52,21.5064,11.6901,2677.6744
2026-02-17 14:48:55,17.8304,13.4778,458.0200
2026-02-17 14:48:58,25.5246,9.9787,4796.2171
2026-02-17 14:49:03,15.3233,9.8343,5774.3818
2026-02-17 14:49:09,30.6400,7.7173,1626.5206
2026-02-17 14:49:12,25.2139,12.0664,2955.9473
2026-02-17 14:49:15,23.4541,8.9947,1792.2492
2026-02-17 14:49:18,21.2266,14.3826,5363.4613
2026-02-17 14:49:23,26.9639,9.0254,5106.1782
2026-02-17 14:49:28,14.4434,7.5460,2849.0778
2026-02-17 14:49:31,24.7661,7.7978,174.1447
2026-02-17 14:49:34,19.5713,11.3046,6796.7259
2026-02-17 14:49:41,22.9472,14.8045,302.5088
2026-02-17 14:49:44,28.6697,14.3400,381.6284
2026-02-17 14:49:47,28.1367,12.3691,1085.2629
2026-02-17 14:49:50,34.5746,12.6980,5997.7263
2026-02-17 14:49:56,21.3953,10.6922,228.9658
2026-02-17 14:49:59,24.0344,10.1439,1071.6896
2026-02-17 14:50:02,21.1889,8.9209,286.5338
2026-02-17 14:50:05,24.1655,11.5049,690.8801
2026-02-17 14:50:08,23.0628,13.1951,4145.5714
2026-02-17 14:50:12,21.9395,21.0135,212.5751
2026-02-17 14:50:15,27.5597,12.1609,1768.8000
2026-02-17 14:50:18,32.7955,12.7059,4853.6990
2026-02-17 14:50:23,43.3989,7.1911,6538.3783
2026-02-17 14:50:30,16.7795,6.8822,355.5947
2026-02-17 14:50:33,20.3811,8.7968,4864.2879
2026-02-17 14:50:37,23.3352,10.3533,3605.1328
2026-02-17 14:50:41,17.6535,5.4484,5535.6160
