Time,SchedLat_Total_ms,SchedLat_Avg_ms,SchedLat_P95_ms,SchedLat_P99_ms,SchedLat_Max_ms,SchedLat_Count,SchedLat_Dropped,DState_Total_ms,DState_Count,SoftIRQ_Total_ms,SoftIRQ_Count,CPUUtil,PSI,BaselineMode,BaselineSamples,Friction,Direction,dF_dt,Energy,Energy_W,Energy_Vol,Energy_kFactor
2026-02-17 13:44:25.860,29765.14,1.1722,0.0150,0.0150,172.0930,25393,1,41.45,43,10.54,593,78.323667,21.098382,FROZEN,300,4.097561,1.0,-0.646689,0.521432,5,0.605409,2.881749
2026-02-17 13:44:26.860,336.05,0.0178,0.0150,0.0150,3.5990,18860,0,55.34,39,13.26,494,2.054401,0.248601,FROZEN,300,0.406883,1.0,-3.690677,1.170199,5,0.913936,2.881749
2026-02-17 13:44:27.860,1422.94,0.0612,0.0150,0.0150,27.9850,23259,1,47.03,217,41.73,1232,5.796435,0.884007,FROZEN,300,0.324733,-1.0,-0.082150,1.137461,5,0.830758,2.881749
2026-02-17 13:44:28.864,41060.87,1.5044,0.0150,0.0150,113.8640,27293,0,40.41,20,8.76,492,99.818676,32.900790,FROZEN,300,5.316074,1.0,4.991341,2.352715,5,1.246816,2.881749
2026-02-17 13:44:29.860,39220.70,1.5356,0.0150,0.0150,242.4110,25541,0,25.11,23,6.48,439,98.061131,36.761442,FROZEN,300,5.437162,1.0,0.121088,2.221314,5,1.134243,2.881749
2026-02-17 13:44:30.861,4839.77,0.2000,0.0150,0.0150,99.2590,24195,1,59.58,171,29.29,1090,33.558662,4.877892,FROZEN,300,0.608101,1.0,-4.829061,2.505910,5,1.503725,2.881749
2026-02-17 13:44:31.860,12285.34,0.5781,0.0150,0.0150,133.0240,21252,0,26.21,37,342.90,920,36.032944,3.441947,FROZEN,300,6.234420,1.0,5.626318,3.891952,5,1.915984,2.881749
2026-02-17 13:44:32.860,2659.24,0.1306,0.0150,0.0150,99.7590,20367,1,36.99,37,15.08,554,2.651515,11.296023,FROZEN,300,0.334489,-1.0,-5.899930,4.119099,5,2.314379,2.881749
2026-02-17 13:44:33.861,1109.05,0.0407,0.0150,0.0150,20.0970,27249,1,52.45,170,43.80,1125,6.523240,1.100355,FROZEN,300,0.275316,-1.0,-0.059173,4.103620,5,2.088858,2.881749
2026-02-17 13:44:34.864,39917.97,1.2725,0.0150,0.0150,268.1630,31369,0,36.06,30,8.42,497,99.354473,30.733007,FROZEN,300,4.463600,1.0,4.188284,3.943426,5,2.298801,2.881749
2026-02-17 13:44:35.860,389.22,0.0152,0.0150,0.0150,4.7160,25614,0,280.79,460,20.49,705,4.482600,0.283645,FROZEN,300,0.304853,-1.0,-4.158748,3.576534,5,2.484795,2.881749
2026-02-17 13:44:36.860,1160.10,0.0586,0.0150,0.0150,19.4680,19785,1,21.42,127,41.97,1083,5.471893,1.241803,FROZEN,300,0.326043,-1.0,0.021191,2.106849,5,2.238435,2.881749
2026-02-17 13:44:37.862,41331.02,1.3807,0.0150,0.0150,150.7330,29935,0,65.25,60,12.93,663,99.579975,28.247788,FROZEN,300,4.859730,1.0,4.533686,3.225477,5,2.467960,2.881749
2026-02-17 13:44:38.860,43890.05,1.5935,0.0150,0.0150,148.9270,27544,0,39.17,37,19.52,606,99.715456,37.879326,FROZEN,300,5.633794,1.0,0.774065,2.371922,5,2.298571,2.881749
2026-02-17 13:44:39.860,43372.00,1.6010,0.0150,0.0150,399.5300,27091,0,72.80,36,11.00,517,99.840945,39.806200,FROZEN,300,5.666042,1.0,0.032248,1.340297,5,2.071938,2.881749
2026-02-17 13:44:40.862,42556.48,1.5982,0.0150,0.0150,123.0110,26627,0,34.40,40,8.43,469,99.795571,34.489049,FROZEN,300,5.669338,1.0,0.003296,1.335824,5,1.865074,2.881749
2026-02-17 13:44:41.860,43759.41,1.5670,0.0150,0.0150,197.4940,27925,0,60.00,80,6.79,488,99.533455,30.670724,FROZEN,300,5.563582,1.0,-0.105756,0.228841,5,1.689142,2.881749
2026-02-17 13:44:42.860,38339.71,1.2210,0.0150,0.0150,148.9150,31401,0,86.56,65,18.64,983,97.475839,31.771109,FROZEN,300,4.269330,1.0,-1.294252,0.358888,5,1.649653,2.881749
2026-02-17 13:44:43.860,45173.45,1.3175,0.0150,0.0150,202.5180,34286,0,48.40,39,10.06,561,100.000000,39.246185,FROZEN,300,4.627057,1.0,0.357727,0.440258,5,1.520461,2.881749
2026-02-17 13:44:44.861,46017.72,1.3182,0.0150,0.0150,528.0080,34910,0,54.81,44,8.55,577,99.988636,41.014990,FROZEN,300,4.634607,1.0,0.007550,0.441321,5,1.369170,2.881749
2026-02-17 13:44:45.864,41897.47,1.4901,0.0150,0.0150,271.3590,28118,0,12.41,34,8.77,633,99.943343,38.254306,FROZEN,300,5.296354,1.0,0.661747,0.580319,5,1.298427,2.881749
2026-02-17 13:44:46.860,42213.29,1.5314,0.0150,0.0150,209.9940,27566,0,57.70,46,9.99,528,99.943007,36.766578,FROZEN,300,5.412780,1.0,0.116425,0.285862,5,1.180227,2.881749
2026-02-17 13:44:47.860,37640.26,1.2195,0.0150,0.0150,298.0670,30866,0,67.50,55,16.18,897,97.304368,30.985558,FROZEN,300,4.266304,1.0,-1.146476,0.483050,5,1.176852,2.881749
2026-02-17 13:44:48.860,15449.83,0.7502,0.0150,0.0150,108.8130,20595,0,31.59,147,20.99,765,47.286203,12.366445,FROZEN,300,2.567752,1.0,-1.698552,0.905800,5,1.229022,2.881749
2026-02-17 13:44:49.860,334.31,0.0188,0.0150,0.0150,3.7180,17786,0,22.81,25,16.16,470,2.121073,0.223909,FROZEN,300,0.216690,-1.0,-2.351062,1.328129,5,1.341226,2.881749
2026-02-17 13:44:50.863,15368.38,0.6188,0.0150,0.0150,83.0420,24834,0,70.28,119,28.12,940,40.827523,12.909711,FROZEN,300,2.055517,1.0,1.838827,1.758729,5,1.390986,2.881749
2026-02-17 13:44:51.860,44604.81,1.5685,0.0150,0.0150,493.4780,28438,0,60.26,67,8.35,527,99.988614,32.782977,FROZEN,300,5.561430,1.0,3.505913,2.348588,5,1.602479,2.881749
2026-02-17 13:44:52.860,44694.26,1.2434,0.0150,0.0150,165.5170,35946,0,32.20,31,13.82,652,99.909091,41.214893,FROZEN,300,4.352421,1.0,-1.209009,2.226203,5,1.563132,2.881749
2026-02-17 13:44:53.860,42257.91,1.2221,0.0150,0.0150,302.7700,34577,0,28.11,31,15.45,585,99.988635,41.282481,FROZEN,300,4.270777,1.0,-0.081644,1.658848,5,1.414983,2.881749
2026-02-17 13:44:54.860,34804.25,1.1687,0.0150,0.0150,72.6160,29781,0,59.16,94,26.38,1016,96.849050,30.209818,FROZEN,300,4.083681,1.0,-0.187096,1.245916,5,1.292194,2.881749
2026-02-17 13:44:55.860,44746.00,1.6396,0.0150,0.0150,322.9130,27290,0,46.96,54,9.60,554,99.977275,37.960784,FROZEN,300,5.822545,1.0,1.738864,0.804153,5,1.336861,2.881749
2026-02-17 13:44:56.860,46037.01,1.6627,0.0150,0.0150,666.0250,27688,0,82.48,105,6.06,454,99.988635,39.649564,FROZEN,300,5.915619,1.0,0.093074,0.525170,5,1.212483,2.881749
2026-02-17 13:44:57.860,42501.74,1.3810,0.0150,0.0150,309.1980,30776,0,43.95,99,9.53,666,99.977273,38.979062,FROZEN,300,4.890779,1.0,-1.024841,0.760969,5,1.193718,2.881749
2026-02-17 13:44:58.861,41792.79,1.4226,0.0150,0.0150,460.9300,29378,0,43.76,46,17.12,865,97.533530,34.839384,FROZEN,300,5.016846,1.0,0.126067,0.745712,5,1.086953,2.881749
2026-02-17 13:44:59.863,44587.52,1.6578,0.0150,0.0150,370.2860,26896,0,45.38,29,8.58,485,99.943291,36.411278,FROZEN,300,5.877155,1.0,0.860309,0.526073,5,1.064289,2.881749
2026-02-17 13:45:00.860,44990.44,1.5290,0.0150,0.0150,329.9300,29424,0,69.37,79,7.25,564,99.988612,40.313395,FROZEN,300,5.421343,1.0,-0.455811,0.616757,5,1.003441,2.881749
2026-02-17 13:45:01.863,43811.86,1.5006,0.0150,0.0150,504.1590,29197,0,32.15,47,7.68,467,99.829855,41.616236,FROZEN,300,5.317274,1.0,-0.104070,0.386564,5,0.913504,2.881749
2026-02-17 13:45:02.860,37864.71,1.2698,0.0150,0.0150,348.0010,29820,0,46.33,28,18.93,941,97.220324,35.719795,FROZEN,300,4.447121,1.0,-0.870153,0.572586,5,0.909169,2.881749
2026-02-17 13:45:03.860,44590.13,1.3037,0.0150,0.0150,322.3970,34203,0,87.32,142,8.69,682,99.795431,36.986472,FROZEN,300,4.601929,1.0,0.154808,0.396210,5,0.833733,2.881749
2026-02-17 13:45:04.860,42667.01,1.3021,0.0150,0.0150,139.3600,32769,0,17.51,11,11.82,555,99.965901,36.692456,FROZEN,300,4.563643,1.0,-0.038286,0.291829,5,0.754188,2.881749
2026-02-17 13:45:05.860,43663.50,1.3676,0.0150,0.0150,237.1470,31927,0,28.45,65,12.06,815,99.784042,35.464593,FROZEN,300,4.840969,1.0,0.277326,0.335143,5,0.706502,2.881749
2026-02-17 13:45:06.860,44131.03,1.5499,0.0150,0.0150,356.5040,28473,0,134.47,105,9.45,757,99.954540,39.074301,FROZEN,300,5.490308,1.0,0.649340,0.279940,5,0.700786,2.881749
2026-02-17 13:45:07.863,31053.88,1.1085,0.0150,0.0150,123.6130,28015,0,22.09,38,22.57,996,95.652667,24.200248,FROZEN,300,3.868319,1.0,-1.621990,0.646735,5,0.792906,2.881749
2026-02-17 13:45:08.860,5645.86,0.2911,0.0150,0.0150,237.2280,19393,0,33.73,26,14.03,517,47.245085,3.481566,FROZEN,300,0.867840,1.0,-3.000479,1.387284,5,1.013663,2.881749
2026-02-17 13:45:09.860,372.38,0.0195,0.0150,0.0150,4.0080,19056,0,42.04,161,47.00,826,4.000917,0.299817,FROZEN,300,0.438007,1.0,-0.429833,1.425410,5,0.955280,2.881749
2026-02-17 13:45:10.862,10515.08,0.4179,0.0150,0.0150,67.9990,25164,1,229.38,305,43.13,931,28.454723,4.695146,FROZEN,300,1.299956,1.0,0.861949,1.478563,5,0.945947,2.881749
2026-02-17 13:45:11.860,13225.27,0.6555,0.0150,0.0150,168.9520,20176,0,37.44,47,10.82,475,37.963280,5.456986,FROZEN,300,2.195536,1.0,0.895580,1.296960,5,0.940910,2.881749
2026-02-17 13:45:12.860,372.99,0.0190,0.0150,0.0150,4.6450,19600,0,72.66,171,18.07,755,2.547917,0.318956,FROZEN,300,0.399732,1.0,-1.795804,0.995792,5,1.026400,2.881749
2026-02-17 13:45:13.862,11088.64,0.3879,0.0150,0.0150,58.7680,28584,1,49.60,49,31.06,858,27.660304,10.800604,FROZEN,300,1.180865,1.0,0.781132,1.083616,5,1.001873,2.881749
2026-02-17 13:45:14.863,46327.34,0.8530,0.0150,0.0150,301.6130,54311,0,83.33,2796,310.63,18561,99.920219,39.939493,FROZEN,300,2.980778,1.0,1.799913,1.318107,5,1.081677,2.881749
2026-02-17 13:45:15.860,78040.92,0.4296,0.0150,0.0150,75.0000,181654,0,304.73,14607,3125.77,218245,99.418406,43.445238,FROZEN,300,1.490815,1.0,-1.489962,1.466703,5,1.122506,2.881749
2026-02-17 13:45:16.860,81019.02,0.4413,0.0150,0.0150,87.9960,183593,0,335.83,15195,3149.93,230107,99.476559,42.242612,FROZEN,300,1.533648,1.0,0.042832,1.028460,5,1.014538,2.881749
2026-02-17 13:45:17.860,85160.51,0.4992,0.0150,0.0150,60.0260,170599,0,654.25,12995,3208.04,236347,99.590397,44.418395,FROZEN,300,1.728501,1.0,0.194853,0.881890,5,0.932570,2.881749
2026-02-17 13:45:18.863,78973.89,0.4744,0.0150,0.0150,143.9470,166461,5,306.62,15301,3259.59,237013,94.720073,28.083114,FROZEN,300,1.646385,1.0,-0.082116,0.452441,5,0.847524,2.881749
2026-02-17 13:45:19.860,82837.23,0.4936,0.0150,0.0150,71.9850,167810,0,296.16,13711,3102.84,230015,99.783500,44.148622,FROZEN,300,1.713505,1.0,0.067120,0.096731,5,0.769484,2.881749
2026-02-17 13:45:20.860,78071.83,0.4611,0.0150,0.0150,115.9990,169313,0,356.12,12990,3168.06,232808,99.419861,27.723059,FROZEN,300,1.600623,1.0,-0.112882,0.114243,5,0.703824,2.881749
2026-02-17 13:45:21.860,58852.65,0.5468,0.0150,0.0150,148.9990,107628,15,2813.10,10159,3162.40,196495,49.300940,45.472297,FROZEN,300,1.858753,1.0,0.258130,0.130062,5,0.659254,2.881749
2026-02-17 13:45:22.860,67774.34,0.3884,0.0150,0.0150,108.9190,174485,2,299.25,14271,3227.75,235178,98.248408,32.320875,FROZEN,300,1.357090,1.0,-0.501663,0.234949,5,0.643495,2.881749
2026-02-17 13:45:23.860,45880.83,0.4861,0.0150,0.0150,65.2880,94387,27,687.43,13844,3404.70,147911,16.849475,48.714376,FROZEN,300,1.642990,1.0,0.285900,0.289644,5,0.607736,2.881749
2026-02-17 13:45:24.860,61440.10,1.0169,0.0150,0.0150,91.2960,60419,16,954.09,6363,3764.83,127238,17.931678,64.329154,FROZEN,300,3.547902,1.0,1.904912,0.737651,5,0.737453,2.881749
2026-02-17 13:45:25.863,84834.76,0.5118,0.0150,0.0150,108.0030,165745,0,238.15,12789,3139.16,221607,99.852491,41.897037,FROZEN,300,1.773493,1.0,-1.774409,1.116721,5,0.841149,2.881749
2026-02-17 13:45:26.860,75390.11,0.4552,0.0150,0.0150,109.4670,165636,0,306.37,13574,3135.91,228869,98.757552,30.996965,FROZEN,300,1.580515,1.0,-0.192978,1.039550,5,0.776332,2.881749
2026-02-17 13:45:27.861,46344.04,0.3586,0.0150,0.0150,93.7610,129238,10,845.34,10633,3163.71,210604,74.494805,28.838298,FROZEN,300,1.241681,1.0,-0.338834,1.052783,5,0.732582,2.881749
2026-02-17 13:45:28.860,74281.63,0.3748,0.0150,0.0150,115.0030,198201,0,297.03,17955,3023.94,219694,99.567543,37.120211,FROZEN,300,1.312864,1.0,0.071182,0.594351,5,0.666442,2.881749
2026-02-17 13:45:29.864,79041.53,0.4190,0.0150,0.0150,146.9980,188639,0,312.72,16559,3087.35,230459,99.784605,28.056187,FROZEN,300,1.460865,1.0,0.148001,0.187749,5,0.614598,2.881749
2026-02-17 13:45:30.860,62469.74,0.3547,0.0150,0.0150,86.9990,176108,14,322.76,17193,3101.85,228791,84.406196,34.763969,FROZEN,300,1.249044,1.0,-0.211821,0.192460,5,0.574320,2.881749
2026-02-17 13:45:31.860,77714.18,0.4611,0.0150,0.0150,154.8240,168558,0,272.35,13857,3172.88,231149,99.317406,32.235086,FROZEN,300,1.600870,1.0,0.351827,0.195708,5,0.552071,2.881749
2026-02-17 13:45:32.860,62292.52,0.4568,0.0150,0.0150,141.0000,136375,3,244.12,12533,3230.40,232305,81.547415,33.645085,FROZEN,300,1.585353,1.0,-0.015517,0.181792,5,0.498416,2.881749
2026-02-17 13:45:33.860,55767.86,0.7400,0.0150,0.0150,100.9970,75367,24,1071.78,8023,3412.51,144370,18.469933,56.486580,FROZEN,300,2.544681,1.0,0.959328,0.384623,5,0.544507,2.881749
2026-02-17 13:45:34.864,79232.70,0.4595,0.0150,0.0150,100.3420,172447,0,304.76,13340,3174.16,228466,99.478813,42.045902,FROZEN,300,1.594106,1.0,-0.950575,0.569312,5,0.585114,2.881749
2026-02-17 13:45:35.862,89597.09,0.5210,0.0150,0.0150,76.8360,171970,0,517.20,12420,3165.73,232994,99.828904,46.668951,FROZEN,300,1.805156,1.0,0.211050,0.534117,5,0.547707,2.881749
2026-02-17 13:45:36.860,84035.88,0.5341,0.0150,0.0150,103.0010,157353,0,601.65,12577,3209.16,235854,99.658897,36.109432,FROZEN,300,1.849756,1.0,0.044599,0.541388,5,0.497396,2.881749
2026-02-17 13:45:37.861,70131.61,0.4197,0.0150,0.0150,118.0360,167111,2,887.04,15736,3153.53,230173,93.597352,30.538149,FROZEN,300,1.455769,1.0,-0.393987,0.400053,5,0.487055,2.881749
2026-02-17 13:45:38.860,83196.98,0.4970,0.0150,0.0150,64.4610,167396,0,252.85,12219,3079.00,226910,99.772417,45.352775,FROZEN,300,1.724839,1.0,0.269070,0.373856,6,0.465257,2.881749
2026-02-17 13:45:39.860,79398.98,0.4522,0.0150,0.0150,89.9980,175581,0,211.22,13589,3123.64,233271,99.738488,37.368206,FROZEN,300,1.573195,1.0,-0.151643,0.214070,6,0.433896,2.881749
2026-02-17 13:45:40.860,76675.87,0.4565,0.0150,0.0150,138.9990,167983,0,707.14,12903,3163.68,232800,97.859258,26.446929,FROZEN,300,1.581087,1.0,0.007892,0.179707,7,0.391295,2.881749
2026-02-17 13:45:41.861,78520.63,0.4930,0.0150,0.0150,143.9980,159264,0,523.07,13018,3227.36,232190,97.394767,26.438305,FROZEN,300,1.706892,1.0,0.125806,0.165500,7,0.364746,2.881749
2026-02-17 13:45:42.860,59889.73,0.5438,0.0150,0.0150,140.9980,110140,14,931.41,10745,3154.80,201732,53.628014,41.175996,FROZEN,300,1.870050,1.0,0.163158,0.165165,8,0.344587,2.881749
2026-02-17 13:45:43.860,44853.67,0.5330,0.0150,0.0150,89.6440,84156,25,2486.36,12140,3697.47,131274,17.116387,46.195772,FROZEN,300,1.777351,1.0,-0.092699,0.156107,9,0.319399,2.881749
2026-02-17 13:45:44.861,78968.05,0.4671,0.0150,0.0150,117.1920,169078,1,310.08,13745,3075.42,216423,95.433685,39.347984,FROZEN,300,1.618398,1.0,-0.158952,0.170401,9,0.303354,2.881749
2026-02-17 13:45:45.861,77695.99,0.4298,0.0150,0.0150,104.0110,180764,0,253.64,13789,3075.02,225891,99.054454,39.175312,FROZEN,300,1.495914,1.0,-0.122484,0.165077,10,0.285267,2.881749
2026-02-17 13:45:46.860,77670.63,0.4432,0.0150,0.0150,82.6300,175244,0,454.21,13901,3058.27,227673,99.567789,37.180376,FROZEN,300,1.540066,1.0,0.044152,0.152984,11,0.261155,2.881749
2026-02-17 13:45:47.860,80967.73,0.5014,0.0150,0.0150,71.8670,161490,0,191.91,11813,3158.85,233037,99.646724,38.094269,FROZEN,300,1.740577,1.0,0.200510,0.133637,11,0.255091,2.881749
2026-02-17 13:45:48.860,75691.63,0.4209,0.0150,0.0150,99.0000,179839,1,286.67,15977,3086.67,226461,98.998748,34.892120,FROZEN,300,1.465901,1.0,-0.274675,0.134197,11,0.257049,2.881749
2026-02-17 13:45:49.860,52665.06,0.3955,0.0150,0.0150,125.6530,133144,12,286.32,14175,3175.15,220239,72.125515,34.123827,FROZEN,300,1.376448,1.0,-0.089453,0.127978,11,0.240290,2.881749
2026-02-17 13:45:50.860,58686.93,0.9995,0.0150,0.0150,93.6010,58718,25,711.78,4630,3368.66,149640,16.699343,63.033423,FROZEN,300,3.493048,1.0,2.116599,0.545078,6,0.427921,2.881749
2026-02-17 13:45:51.860,52045.40,0.7006,0.0150,0.0150,65.6990,74287,24,851.41,9766,3541.67,137282,17.299431,52.867079,FROZEN,300,2.401588,1.0,-1.091460,0.893047,5,0.494275,2.881749
2026-02-17 13:45:52.862,72989.05,0.5574,0.0150,0.0150,98.6770,130948,4,373.36,9692,3067.29,190430,76.459812,45.903353,FROZEN,300,1.921762,1.0,-0.479826,0.944334,5,0.492830,2.881749
2026-02-17 13:45:53.860,55763.94,0.4539,0.0150,0.0150,116.0340,122851,19,294.64,11955,3149.72,196041,52.327319,43.171004,FROZEN,300,1.563639,1.0,-0.358123,0.827092,6,0.479359,2.881749
2026-02-17 13:45:54.860,60111.91,1.1585,0.0150,0.0150,65.4940,51887,30,1474.38,4895,3357.22,163740,16.670494,63.064990,FROZEN,300,4.070293,1.0,2.506655,1.109016,5,0.682089,2.881749
2026-02-17 13:45:55.862,76859.23,0.5987,0.0150,0.0150,134.8060,128367,5,274.81,9946,3204.04,205628,75.978993,45.515942,FROZEN,300,2.071232,1.0,-1.999061,1.335916,5,0.813786,2.881749
2026-02-17 13:45:56.860,54628.12,0.5662,0.0150,0.0150,83.0330,96484,20,310.51,8701,3063.49,185395,46.807776,43.763376,FROZEN,300,1.951465,1.0,-0.119767,1.245901,5,0.744384,2.881749
2026-02-17 13:45:57.860,48437.14,0.5468,0.0150,0.0150,61.6830,88585,26,1990.99,13259,3620.22,138622,18.947368,49.143988,FROZEN,300,1.837987,1.0,-0.113478,1.184740,5,0.681293,2.881749
2026-02-17 13:45:58.860,71891.96,0.5565,0.0150,0.0150,139.0000,129193,6,526.53,11056,3193.22,198900,75.323782,46.595252,FROZEN,300,1.917653,1.0,0.079666,0.577993,5,0.621131,2.881749
2026-02-17 13:45:59.861,79935.85,0.4154,0.0150,0.0150,123.0060,192454,1,270.86,16258,3054.47,229154,99.226306,37.541940,FROZEN,300,1.449385,1.0,-0.468267,0.195294,5,0.605844,2.881749
2026-02-17 13:46:00.860,61600.28,0.6192,0.0150,0.0150,63.0480,99479,18,611.95,8543,3275.14,198127,46.678102,53.553558,FROZEN,300,2.135616,1.0,0.686230,0.336910,5,0.613883,2.881749
2026-02-17 13:46:01.860,71945.90,0.4795,0.0150,0.0150,68.0310,150036,12,356.34,13272,3010.18,212968,76.464531,47.893074,FROZEN,300,1.660982,1.0,-0.474633,0.427199,5,0.599958,2.881749
2026-02-17 13:46:02.860,51694.49,0.3332,0.0150,0.0150,116.9990,155150,8,397.06,14603,3129.70,221003,79.143898,31.444939,FROZEN,300,1.174815,1.0,-0.486167,0.528824,5,0.588579,2.881749
2026-02-17 13:46:03.860,53504.90,0.6978,0.0150,0.0150,99.7050,76680,19,1069.69,9285,3622.71,122468,16.551965,52.978519,FROZEN,300,2.382051,1.0,1.207236,0.713567,5,0.650445,2.881749
2026-02-17 13:46:04.861,71009.40,0.5420,0.0150,0.0150,69.9400,131003,8,669.43,10191,3248.66,189412,76.732446,49.714158,FROZEN,300,1.860210,1.0,-0.521842,0.672470,5,0.637584,2.881749
2026-02-17 13:46:05.864,81175.71,0.4342,0.0150,0.0150,99.3260,186948,0,379.43,16119,3058.03,225722,99.443372,41.950631,FROZEN,300,1.510333,1.0,-0.349877,0.641280,5,0.608813,2.881749
2026-02-17 13:46:06.860,79166.87,0.4367,0.0150,0.0150,82.3780,181273,0,391.02,14001,3206.66,235633,98.105023,37.885154,FROZEN,300,1.517824,1.0,0.007491,0.521611,5,0.548681,2.881749
2026-02-17 13:46:07.861,68239.69,0.4011,0.0150,0.0150,97.0740,170119,20,570.90,16120,2858.72,200333,79.034467,39.567641,FROZEN,300,1.393512,1.0,-0.124312,0.250880,5,0.506244,2.881749
2026-02-17 13:46:08.861,82641.66,0.5127,0.0150,0.0150,122.0030,161188,0,286.96,12387,3183.59,233708,99.295374,34.257886,FROZEN,300,1.778516,1.0,0.385004,0.216671,5,0.494120,2.881749
2026-02-17 13:46:09.860,58978.40,0.4217,0.0150,0.0150,121.0000,139861,10,899.38,13146,3001.13,200066,66.815425,37.625815,FROZEN,300,1.453357,1.0,-0.325159,0.238368,6,0.477224,2.881749
2026-02-17 13:46:10.860,69915.03,0.4659,0.0150,0.0150,67.9950,150072,3,762.52,14219,3087.52,200890,76.048248,46.110887,FROZEN,300,1.604210,1.0,0.150852,0.198564,6,0.444587,2.881749
2026-02-17 13:46:11.862,81722.55,0.4735,0.0150,0.0150,103.9250,172590,0,273.06,13032,3139.55,230068,99.238550,40.081897,FROZEN,300,1.643660,1.0,0.039451,0.172045,7,0.404073,2.881749
2026-02-17 13:46:12.860,74295.68,0.3784,0.0150,0.0150,125.9470,196354,0,381.21,17467,3111.41,234782,99.031670,39.327259,FROZEN,300,1.327088,1.0,-0.316573,0.223558,7,0.395323,2.881749
2026-02-17 13:46:13.862,75446.43,0.4491,0.0150,0.0150,129.9990,168008,4,334.94,13035,3155.49,232478,94.629651,30.428367,FROZEN,300,1.560091,1.0,0.233003,0.241674,7,0.379091,2.881749
2026-02-17 13:46:14.860,85871.48,0.5310,0.0150,0.0150,133.1910,161728,1,243.28,12718,3144.40,231871,99.510251,40.728186,FROZEN,300,1.842718,1.0,0.282627,0.224611,7,0.369445,2.881749
2026-02-17 13:46:15.860,76919.63,0.4431,0.0150,0.0150,117.7150,173610,0,260.80,13559,3039.44,228748,98.986910,40.240477,FROZEN,300,1.542279,1.0,-0.300439,0.220491,7,0.362544,2.881749
2026-02-17 13:46:16.860,81744.88,0.4810,0.0150,0.0150,110.0010,169963,0,249.42,12681,3184.01,235124,99.535253,37.044551,FROZEN,300,1.669909,1.0,0.127629,0.207225,8,0.339053,2.881749
2026-02-17 13:46:17.860,66849.10,0.3825,0.0150,0.0150,112.9980,174759,4,260.19,15819,3240.25,237537,94.295533,31.170196,FROZEN,300,1.338969,1.0,-0.330940,0.232952,8,0.338241,2.881749
2026-02-17 13:46:18.860,78214.55,0.4218,0.0150,0.0150,72.9990,185439,0,277.92,16377,3159.44,235818,98.793947,41.180987,FROZEN,300,1.470410,1.0,0.131441,0.220263,9,0.317561,2.881749
2026-02-17 13:46:19.860,81397.85,0.4355,0.0150,0.0150,113.0530,186908,0,254.50,15504,3049.52,231038,99.282215,36.883527,FROZEN,300,1.517684,1.0,0.047274,0.221241,9,0.290533,2.881749
2026-02-17 13:46:20.863,79107.87,0.4534,0.0150,0.0150,68.0020,174494,0,287.42,14664,3103.35,233263,99.284579,43.025484,FROZEN,300,1.576998,1.0,0.059313,0.203249,10,0.267411,2.881749
2026-02-17 13:46:21.860,79260.50,0.4081,0.0150,0.0150,63.0060,194222,0,298.03,16153,3037.91,227034,99.293206,42.044071,FROZEN,300,1.424644,1.0,-0.152354,0.198159,11,0.255905,2.881749
2026-02-17 13:46:22.860,63997.29,0.3478,0.0150,0.0150,71.1180,184014,2,294.82,13972,3140.33,231245,97.189669,33.634695,FROZEN,300,1.226307,1.0,-0.198337,0.186336,11,0.250148,2.881749
2026-02-17 13:46:23.860,73404.13,0.3952,0.0150,0.0150,126.0030,185738,0,294.38,14601,3076.50,230627,99.328171,28.280906,FROZEN,300,1.381968,1.0,0.155661,0.178602,11,0.240700,2.881749
2026-02-17 13:46:24.860,57433.21,0.6882,0.0150,0.0150,99.5550,83459,23,354.98,8506,3455.35,190101,36.122590,52.420002,FROZEN,300,2.380145,1.0,0.998177,0.259187,9,0.316447,2.881749
2026-02-17 13:46:25.862,68306.85,0.5159,0.0150,0.0150,148.2470,132416,5,350.26,10975,2915.77,178761,59.844678,46.848025,FROZEN,300,1.775962,1.0,-0.604183,0.316471,8,0.345221,2.881749
2026-02-17 13:46:26.860,83352.37,0.4814,0.0150,0.0150,162.9990,173139,0,320.94,13656,3185.25,229218,99.521422,33.912817,FROZEN,300,1.669157,1.0,-0.106805,0.324976,8,0.321379,2.881749
2026-02-17 13:46:27.860,62671.33,0.4218,0.0150,0.0150,89.9620,148590,14,292.97,15433,3178.85,219511,69.378428,41.568399,FROZEN,300,1.463799,1.0,-0.205357,0.310023,9,0.309777,2.881749
2026-02-17 13:46:28.863,47458.28,0.3618,0.0150,0.0150,132.1910,131162,10,370.87,14919,3162.69,169762,61.422140,35.231331,FROZEN,300,1.239273,1.0,-0.224526,0.330675,9,0.301252,2.881749
2026-02-17 13:46:29.860,46101.76,0.5116,0.0150,0.0150,62.5570,90107,31,629.25,14501,3346.26,153641,18.658523,46.836841,FROZEN,300,1.738258,1.0,0.498985,0.399099,8,0.321025,2.881749
2026-02-17 13:46:30.860,62445.04,1.0670,0.0150,0.0150,88.9750,58523,30,1949.38,6263,3758.06,138794,16.923256,65.001436,FROZEN,300,3.724167,1.0,1.985909,0.728695,5,0.487514,2.881749
2026-02-17 13:46:31.860,70064.26,0.5958,0.0150,0.0150,112.3760,117601,11,1412.16,11414,3124.05,197688,60.472819,57.533411,FROZEN,300,2.049318,1.0,-1.674849,1.096067,5,0.606247,2.881749
